"transaction_id","sale_date","customer_id","gender","age","age_group","product_category","quantity","total_amount","unit_price_calc"
1,2023-11-24,CUST001,Male,34,"20-35",Beauty,3,150.00,50.0000000000000000
2,2023-02-27,CUST002,Female,26,"20-35",Clothing,2,1000.00,500.0000000000000000
3,2023-01-13,CUST003,Male,50,"36-50",Electronics,1,30.00,30.0000000000000000
4,2023-05-21,CUST004,Male,37,"36-50",Clothing,1,500.00,500.0000000000000000
5,2023-05-06,CUST005,Male,30,"20-35",Beauty,2,100.00,50.0000000000000000
6,2023-04-25,CUST006,Female,45,"36-50",Beauty,1,30.00,30.0000000000000000
7,2023-03-13,CUST007,Male,46,"36-50",Clothing,2,50.00,25.0000000000000000
8,2023-02-22,CUST008,Male,30,"20-35",Electronics,4,100.00,25.0000000000000000
9,2023-12-13,CUST009,Male,63,"50+",Electronics,2,600.00,300.0000000000000000
10,2023-10-07,CUST010,Female,52,"50+",Clothing,4,200.00,50.0000000000000000
11,2023-02-14,CUST011,Male,23,"20-35",Clothing,2,100.00,50.0000000000000000
12,2023-10-30,CUST012,Male,35,"20-35",Beauty,3,75.00,25.0000000000000000
13,2023-08-05,CUST013,Male,22,"20-35",Electronics,3,1500.00,500.0000000000000000
14,2023-01-17,CUST014,Male,64,"50+",Clothing,4,120.00,30.0000000000000000
15,2023-01-16,CUST015,Female,42,"36-50",Electronics,4,2000.00,500.0000000000000000
16,2023-02-17,CUST016,Male,19,"18-20",Clothing,3,1500.00,500.0000000000000000
17,2023-04-22,CUST017,Female,27,"20-35",Clothing,4,100.00,25.0000000000000000
18,2023-04-30,CUST018,Female,47,"36-50",Electronics,2,50.00,25.0000000000000000
19,2023-09-16,CUST019,Female,62,"50+",Clothing,2,50.00,25.0000000000000000
20,2023-11-05,CUST020,Male,22,"20-35",Clothing,3,900.00,300.0000000000000000
21,2023-01-14,CUST021,Female,50,"36-50",Beauty,1,500.00,500.0000000000000000
22,2023-10-15,CUST022,Male,18,"18-20",Clothing,2,100.00,50.0000000000000000
23,2023-04-12,CUST023,Female,35,"20-35",Clothing,4,120.00,30.0000000000000000
24,2023-11-29,CUST024,Female,49,"36-50",Clothing,1,300.00,300.0000000000000000
25,2023-12-26,CUST025,Female,64,"50+",Beauty,1,50.00,50.0000000000000000
26,2023-10-07,CUST026,Female,28,"20-35",Electronics,2,1000.00,500.0000000000000000
27,2023-08-03,CUST027,Female,38,"36-50",Beauty,2,50.00,25.0000000000000000
28,2023-04-23,CUST028,Female,43,"36-50",Beauty,1,500.00,500.0000000000000000
29,2023-08-18,CUST029,Female,42,"36-50",Electronics,1,30.00,30.0000000000000000
30,2023-10-29,CUST030,Female,39,"36-50",Beauty,3,900.00,300.0000000000000000
31,2023-05-23,CUST031,Male,44,"36-50",Electronics,4,1200.00,300.0000000000000000
32,2023-01-04,CUST032,Male,30,"20-35",Beauty,3,90.00,30.0000000000000000
33,2023-03-23,CUST033,Female,50,"36-50",Electronics,2,100.00,50.0000000000000000
34,2023-12-24,CUST034,Female,51,"50+",Clothing,3,150.00,50.0000000000000000
35,2023-08-05,CUST035,Female,58,"50+",Beauty,3,900.00,300.0000000000000000
36,2023-06-24,CUST036,Male,52,"50+",Beauty,3,900.00,300.0000000000000000
37,2023-05-23,CUST037,Female,18,"18-20",Beauty,3,75.00,25.0000000000000000
38,2023-03-21,CUST038,Male,38,"36-50",Beauty,4,200.00,50.0000000000000000
39,2023-04-21,CUST039,Male,23,"20-35",Clothing,4,120.00,30.0000000000000000
40,2023-06-22,CUST040,Male,45,"36-50",Beauty,1,50.00,50.0000000000000000
41,2023-02-22,CUST041,Male,34,"20-35",Clothing,2,50.00,25.0000000000000000
42,2023-02-17,CUST042,Male,22,"20-35",Clothing,3,900.00,300.0000000000000000
43,2023-07-14,CUST043,Female,48,"36-50",Clothing,1,300.00,300.0000000000000000
44,2023-02-19,CUST044,Female,22,"20-35",Clothing,1,25.00,25.0000000000000000
45,2023-07-03,CUST045,Female,55,"50+",Electronics,1,30.00,30.0000000000000000
46,2023-06-26,CUST046,Female,20,"20-35",Electronics,4,1200.00,300.0000000000000000
47,2023-11-06,CUST047,Female,40,"36-50",Beauty,3,1500.00,500.0000000000000000
48,2023-05-16,CUST048,Male,54,"50+",Electronics,3,900.00,300.0000000000000000
49,2023-01-23,CUST049,Female,54,"50+",Electronics,2,1000.00,500.0000000000000000
50,2023-08-24,CUST050,Female,27,"20-35",Beauty,3,75.00,25.0000000000000000
51,2023-10-02,CUST051,Male,27,"20-35",Beauty,3,75.00,25.0000000000000000
52,2023-03-05,CUST052,Female,36,"36-50",Beauty,1,300.00,300.0000000000000000
53,2023-07-13,CUST053,Male,34,"20-35",Electronics,2,100.00,50.0000000000000000
54,2023-02-10,CUST054,Female,38,"36-50",Electronics,3,1500.00,500.0000000000000000
55,2023-10-10,CUST055,Male,31,"20-35",Beauty,4,120.00,30.0000000000000000
56,2023-05-31,CUST056,Female,26,"20-35",Clothing,3,900.00,300.0000000000000000
57,2023-11-18,CUST057,Female,63,"50+",Beauty,1,30.00,30.0000000000000000
58,2023-11-13,CUST058,Male,18,"18-20",Clothing,4,1200.00,300.0000000000000000
59,2023-07-05,CUST059,Male,62,"50+",Clothing,1,50.00,50.0000000000000000
60,2023-10-23,CUST060,Male,30,"20-35",Beauty,3,150.00,50.0000000000000000
61,2023-04-09,CUST061,Male,21,"20-35",Beauty,4,200.00,50.0000000000000000
62,2023-12-27,CUST062,Male,18,"18-20",Beauty,2,100.00,50.0000000000000000
63,2023-02-05,CUST063,Male,57,"50+",Electronics,2,50.00,25.0000000000000000
64,2023-01-24,CUST064,Male,49,"36-50",Clothing,4,100.00,25.0000000000000000
65,2023-12-05,CUST065,Male,51,"50+",Electronics,4,2000.00,500.0000000000000000
66,2023-04-27,CUST066,Female,45,"36-50",Electronics,1,30.00,30.0000000000000000
67,2023-05-29,CUST067,Female,48,"36-50",Beauty,4,1200.00,300.0000000000000000
68,2023-02-10,CUST068,Male,25,"20-35",Electronics,1,300.00,300.0000000000000000
69,2023-04-30,CUST069,Female,56,"50+",Beauty,3,75.00,25.0000000000000000
70,2023-02-21,CUST070,Female,43,"36-50",Clothing,1,300.00,300.0000000000000000
71,2023-07-14,CUST071,Female,51,"50+",Beauty,4,100.00,25.0000000000000000
72,2023-05-23,CUST072,Female,20,"20-35",Electronics,4,2000.00,500.0000000000000000
73,2023-08-21,CUST073,Male,29,"20-35",Electronics,3,90.00,30.0000000000000000
74,2023-11-22,CUST074,Female,18,"18-20",Beauty,4,2000.00,500.0000000000000000
75,2023-07-06,CUST075,Male,61,"50+",Beauty,4,200.00,50.0000000000000000
76,2023-03-25,CUST076,Female,22,"20-35",Electronics,2,100.00,50.0000000000000000
77,2023-07-09,CUST077,Female,47,"36-50",Clothing,2,100.00,50.0000000000000000
78,2023-07-01,CUST078,Female,47,"36-50",Clothing,3,1500.00,500.0000000000000000
79,2023-04-18,CUST079,Male,34,"20-35",Beauty,1,300.00,300.0000000000000000
80,2023-12-10,CUST080,Female,64,"50+",Clothing,2,60.00,30.0000000000000000
81,2023-05-17,CUST081,Male,40,"36-50",Electronics,1,50.00,50.0000000000000000
82,2023-12-26,CUST082,Female,32,"20-35",Beauty,4,200.00,50.0000000000000000
83,2023-12-16,CUST083,Male,54,"50+",Electronics,2,100.00,50.0000000000000000
84,2023-11-28,CUST084,Female,38,"36-50",Electronics,3,90.00,30.0000000000000000
85,2023-02-06,CUST085,Male,31,"20-35",Clothing,3,150.00,50.0000000000000000
86,2023-11-08,CUST086,Male,19,"18-20",Beauty,3,90.00,30.0000000000000000
87,2023-11-22,CUST087,Female,28,"20-35",Beauty,2,100.00,50.0000000000000000
88,2023-03-29,CUST088,Male,56,"50+",Clothing,1,500.00,500.0000000000000000
89,2023-10-01,CUST089,Female,55,"50+",Electronics,4,2000.00,500.0000000000000000
90,2023-05-06,CUST090,Female,51,"50+",Electronics,1,30.00,30.0000000000000000
91,2023-03-25,CUST091,Female,55,"50+",Electronics,1,500.00,500.0000000000000000
92,2023-08-25,CUST092,Female,51,"50+",Electronics,4,120.00,30.0000000000000000
93,2023-07-14,CUST093,Female,35,"20-35",Beauty,4,2000.00,500.0000000000000000
94,2023-05-19,CUST094,Female,47,"36-50",Beauty,2,1000.00,500.0000000000000000
95,2023-11-24,CUST095,Female,32,"20-35",Clothing,2,60.00,30.0000000000000000
96,2023-12-19,CUST096,Female,44,"36-50",Clothing,2,600.00,300.0000000000000000
97,2023-10-13,CUST097,Female,51,"50+",Beauty,2,1000.00,500.0000000000000000
98,2023-04-23,CUST098,Female,55,"50+",Beauty,2,100.00,50.0000000000000000
99,2023-12-17,CUST099,Female,50,"36-50",Electronics,4,1200.00,300.0000000000000000
100,2023-06-16,CUST100,Male,41,"36-50",Electronics,1,30.00,30.0000000000000000
101,2023-01-29,CUST101,Male,32,"20-35",Clothing,2,600.00,300.0000000000000000
102,2023-04-28,CUST102,Female,47,"36-50",Beauty,2,50.00,25.0000000000000000
103,2023-01-17,CUST103,Female,59,"50+",Clothing,1,25.00,25.0000000000000000
104,2023-06-11,CUST104,Female,34,"20-35",Beauty,2,1000.00,500.0000000000000000
105,2023-07-25,CUST105,Female,22,"20-35",Electronics,1,500.00,500.0000000000000000
106,2023-05-18,CUST106,Female,46,"36-50",Clothing,1,50.00,50.0000000000000000
107,2023-02-03,CUST107,Female,21,"20-35",Clothing,4,1200.00,300.0000000000000000
108,2023-04-19,CUST108,Female,27,"20-35",Beauty,3,75.00,25.0000000000000000
109,2023-10-18,CUST109,Female,34,"20-35",Electronics,4,2000.00,500.0000000000000000
110,2023-06-11,CUST110,Male,27,"20-35",Clothing,3,900.00,300.0000000000000000
111,2023-04-19,CUST111,Female,34,"20-35",Electronics,3,1500.00,500.0000000000000000
112,2023-12-02,CUST112,Male,37,"36-50",Clothing,3,1500.00,500.0000000000000000
113,2023-09-13,CUST113,Female,41,"36-50",Electronics,2,50.00,25.0000000000000000
114,2023-07-22,CUST114,Female,22,"20-35",Beauty,4,100.00,25.0000000000000000
115,2023-11-26,CUST115,Male,51,"50+",Clothing,3,1500.00,500.0000000000000000
116,2023-08-23,CUST116,Female,23,"20-35",Clothing,1,30.00,30.0000000000000000
117,2023-03-15,CUST117,Male,19,"18-20",Electronics,2,1000.00,500.0000000000000000
118,2023-05-16,CUST118,Female,30,"20-35",Electronics,4,2000.00,500.0000000000000000
119,2023-03-13,CUST119,Female,60,"50+",Clothing,3,150.00,50.0000000000000000
120,2023-05-07,CUST120,Male,60,"50+",Beauty,1,50.00,50.0000000000000000
121,2023-10-15,CUST121,Female,28,"20-35",Electronics,4,200.00,50.0000000000000000
122,2023-10-03,CUST122,Male,64,"50+",Electronics,4,120.00,30.0000000000000000
123,2023-05-15,CUST123,Female,40,"36-50",Electronics,2,60.00,30.0000000000000000
124,2023-10-27,CUST124,Male,33,"20-35",Clothing,4,2000.00,500.0000000000000000
125,2023-08-08,CUST125,Male,48,"36-50",Clothing,2,100.00,50.0000000000000000
126,2023-10-26,CUST126,Female,28,"20-35",Clothing,3,90.00,30.0000000000000000
127,2023-07-24,CUST127,Female,33,"20-35",Clothing,2,50.00,25.0000000000000000
128,2023-07-05,CUST128,Male,25,"20-35",Beauty,1,500.00,500.0000000000000000
129,2023-04-23,CUST129,Female,21,"20-35",Beauty,2,600.00,300.0000000000000000
130,2023-03-12,CUST130,Female,57,"50+",Clothing,1,500.00,500.0000000000000000
131,2023-09-18,CUST131,Female,21,"20-35",Beauty,2,600.00,300.0000000000000000
132,2023-09-10,CUST132,Male,42,"36-50",Electronics,4,200.00,50.0000000000000000
133,2023-02-16,CUST133,Male,20,"20-35",Electronics,3,900.00,300.0000000000000000
134,2023-01-25,CUST134,Male,49,"36-50",Electronics,1,50.00,50.0000000000000000
135,2023-02-26,CUST135,Male,20,"20-35",Clothing,2,50.00,25.0000000000000000
136,2023-03-20,CUST136,Male,44,"36-50",Electronics,2,600.00,300.0000000000000000
137,2023-11-18,CUST137,Male,46,"36-50",Beauty,2,1000.00,500.0000000000000000
138,2023-03-23,CUST138,Male,49,"36-50",Clothing,4,200.00,50.0000000000000000
139,2023-12-15,CUST139,Male,36,"36-50",Beauty,4,2000.00,500.0000000000000000
140,2023-08-05,CUST140,Male,38,"36-50",Electronics,1,30.00,30.0000000000000000
141,2023-11-02,CUST141,Female,22,"20-35",Electronics,1,50.00,50.0000000000000000
142,2023-02-02,CUST142,Male,35,"20-35",Electronics,4,1200.00,300.0000000000000000
143,2023-07-17,CUST143,Female,45,"36-50",Clothing,1,50.00,50.0000000000000000
144,2023-07-15,CUST144,Female,59,"50+",Beauty,3,1500.00,500.0000000000000000
145,2023-11-02,CUST145,Female,39,"36-50",Clothing,3,75.00,25.0000000000000000
146,2023-08-28,CUST146,Male,38,"36-50",Clothing,4,200.00,50.0000000000000000
147,2023-09-28,CUST147,Male,23,"20-35",Electronics,1,300.00,300.0000000000000000
148,2023-05-09,CUST148,Male,18,"18-20",Clothing,2,60.00,30.0000000000000000
149,2023-10-11,CUST149,Male,22,"20-35",Clothing,3,75.00,25.0000000000000000
150,2023-01-06,CUST150,Female,58,"50+",Electronics,4,120.00,30.0000000000000000
151,2023-12-15,CUST151,Male,29,"20-35",Clothing,1,50.00,50.0000000000000000
152,2023-02-28,CUST152,Male,43,"36-50",Electronics,4,2000.00,500.0000000000000000
153,2023-12-16,CUST153,Male,63,"50+",Electronics,2,1000.00,500.0000000000000000
154,2023-10-02,CUST154,Male,51,"50+",Electronics,3,900.00,300.0000000000000000
155,2023-05-17,CUST155,Male,31,"20-35",Electronics,4,2000.00,500.0000000000000000
156,2023-11-25,CUST156,Female,43,"36-50",Clothing,4,100.00,25.0000000000000000
157,2023-06-24,CUST157,Male,62,"50+",Electronics,4,2000.00,500.0000000000000000
158,2023-02-27,CUST158,Female,44,"36-50",Electronics,2,600.00,300.0000000000000000
159,2023-05-31,CUST159,Male,26,"20-35",Clothing,4,200.00,50.0000000000000000
160,2023-08-11,CUST160,Female,43,"36-50",Clothing,2,100.00,50.0000000000000000
161,2023-03-22,CUST161,Male,64,"50+",Beauty,2,1000.00,500.0000000000000000
162,2023-08-21,CUST162,Male,39,"36-50",Clothing,2,60.00,30.0000000000000000
163,2023-01-02,CUST163,Female,64,"50+",Clothing,3,150.00,50.0000000000000000
164,2023-05-15,CUST164,Female,47,"36-50",Beauty,3,1500.00,500.0000000000000000
165,2023-09-14,CUST165,Female,60,"50+",Clothing,4,1200.00,300.0000000000000000
166,2023-04-02,CUST166,Male,34,"20-35",Clothing,4,2000.00,500.0000000000000000
167,2023-09-17,CUST167,Female,43,"36-50",Clothing,3,150.00,50.0000000000000000
168,2023-02-24,CUST168,Male,53,"50+",Clothing,1,300.00,300.0000000000000000
169,2023-11-17,CUST169,Male,18,"18-20",Beauty,3,1500.00,500.0000000000000000
170,2023-06-02,CUST170,Female,25,"20-35",Clothing,2,50.00,25.0000000000000000
171,2023-11-24,CUST171,Female,52,"50+",Clothing,3,900.00,300.0000000000000000
172,2023-09-17,CUST172,Male,32,"20-35",Beauty,2,50.00,25.0000000000000000
173,2023-11-08,CUST173,Male,64,"50+",Electronics,4,120.00,30.0000000000000000
174,2023-04-12,CUST174,Female,39,"36-50",Beauty,1,300.00,300.0000000000000000
175,2023-03-20,CUST175,Female,31,"20-35",Electronics,4,100.00,25.0000000000000000
176,2023-07-11,CUST176,Female,43,"36-50",Beauty,2,100.00,50.0000000000000000
177,2023-03-24,CUST177,Male,45,"36-50",Beauty,2,100.00,50.0000000000000000
178,2023-10-04,CUST178,Male,40,"36-50",Clothing,2,60.00,30.0000000000000000
179,2023-09-29,CUST179,Male,31,"20-35",Electronics,1,300.00,300.0000000000000000
180,2023-01-01,CUST180,Male,41,"36-50",Clothing,3,900.00,300.0000000000000000
181,2023-11-03,CUST181,Male,19,"18-20",Electronics,4,1200.00,300.0000000000000000
182,2023-06-15,CUST182,Male,62,"50+",Beauty,4,120.00,30.0000000000000000
183,2023-09-08,CUST183,Female,43,"36-50",Beauty,3,900.00,300.0000000000000000
184,2023-01-10,CUST184,Male,31,"20-35",Electronics,4,200.00,50.0000000000000000
185,2023-02-27,CUST185,Male,24,"20-35",Clothing,1,25.00,25.0000000000000000
186,2023-07-05,CUST186,Male,20,"20-35",Clothing,4,200.00,50.0000000000000000
187,2023-06-07,CUST187,Female,64,"50+",Clothing,2,100.00,50.0000000000000000
188,2023-05-03,CUST188,Male,40,"36-50",Clothing,3,75.00,25.0000000000000000
189,2023-01-30,CUST189,Male,63,"50+",Beauty,1,50.00,50.0000000000000000
190,2023-05-04,CUST190,Female,60,"50+",Beauty,3,90.00,30.0000000000000000
191,2023-10-18,CUST191,Male,64,"50+",Beauty,1,25.00,25.0000000000000000
192,2023-02-10,CUST192,Male,62,"50+",Beauty,2,100.00,50.0000000000000000
193,2023-02-13,CUST193,Male,35,"20-35",Beauty,3,1500.00,500.0000000000000000
194,2023-09-06,CUST194,Male,55,"50+",Clothing,4,200.00,50.0000000000000000
195,2023-02-05,CUST195,Male,52,"50+",Clothing,1,30.00,30.0000000000000000
196,2023-09-30,CUST196,Female,32,"20-35",Clothing,3,900.00,300.0000000000000000
197,2023-03-06,CUST197,Female,42,"36-50",Clothing,4,200.00,50.0000000000000000
198,2023-03-07,CUST198,Female,54,"50+",Beauty,3,900.00,300.0000000000000000
199,2023-12-04,CUST199,Male,45,"36-50",Beauty,3,1500.00,500.0000000000000000
200,2023-09-01,CUST200,Male,27,"20-35",Beauty,3,150.00,50.0000000000000000
201,2023-10-09,CUST201,Male,56,"50+",Electronics,1,25.00,25.0000000000000000
202,2023-03-26,CUST202,Female,34,"20-35",Clothing,4,1200.00,300.0000000000000000
203,2023-05-16,CUST203,Male,56,"50+",Clothing,2,1000.00,500.0000000000000000
204,2023-09-28,CUST204,Male,39,"36-50",Beauty,1,25.00,25.0000000000000000
205,2023-11-07,CUST205,Female,43,"36-50",Clothing,1,25.00,25.0000000000000000
206,2023-08-05,CUST206,Male,61,"50+",Clothing,1,25.00,25.0000000000000000
207,2023-04-19,CUST207,Female,42,"36-50",Beauty,2,50.00,25.0000000000000000
208,2023-10-04,CUST208,Female,34,"20-35",Electronics,4,200.00,50.0000000000000000
209,2023-12-20,CUST209,Female,30,"20-35",Electronics,4,200.00,50.0000000000000000
210,2023-04-13,CUST210,Male,37,"36-50",Electronics,4,200.00,50.0000000000000000
211,2024-01-01,CUST211,Male,42,"36-50",Beauty,3,1500.00,500.0000000000000000
212,2023-06-09,CUST212,Male,21,"20-35",Clothing,3,1500.00,500.0000000000000000
213,2023-07-24,CUST213,Male,27,"20-35",Beauty,3,1500.00,500.0000000000000000
214,2023-12-10,CUST214,Male,20,"20-35",Beauty,2,60.00,30.0000000000000000
215,2023-11-29,CUST215,Male,58,"50+",Clothing,3,1500.00,500.0000000000000000
216,2023-07-11,CUST216,Male,62,"50+",Electronics,2,100.00,50.0000000000000000
217,2023-08-13,CUST217,Female,35,"20-35",Electronics,4,200.00,50.0000000000000000
218,2023-09-22,CUST218,Male,64,"50+",Beauty,3,90.00,30.0000000000000000
219,2023-08-20,CUST219,Female,53,"50+",Electronics,3,90.00,30.0000000000000000
220,2023-03-03,CUST220,Male,64,"50+",Beauty,1,500.00,500.0000000000000000
221,2023-05-07,CUST221,Male,39,"36-50",Beauty,2,600.00,300.0000000000000000
222,2023-04-26,CUST222,Male,51,"50+",Clothing,4,120.00,30.0000000000000000
223,2023-02-02,CUST223,Female,64,"50+",Clothing,1,25.00,25.0000000000000000
224,2023-06-23,CUST224,Female,25,"20-35",Clothing,1,50.00,50.0000000000000000
225,2023-01-11,CUST225,Female,57,"50+",Beauty,4,100.00,25.0000000000000000
226,2023-10-29,CUST226,Female,61,"50+",Clothing,1,50.00,50.0000000000000000
227,2023-10-11,CUST227,Male,36,"36-50",Electronics,2,100.00,50.0000000000000000
228,2023-04-28,CUST228,Female,59,"50+",Electronics,2,60.00,30.0000000000000000
229,2023-10-29,CUST229,Male,58,"50+",Beauty,3,90.00,30.0000000000000000
230,2023-04-23,CUST230,Male,54,"50+",Beauty,1,25.00,25.0000000000000000
231,2023-01-04,CUST231,Female,23,"20-35",Clothing,3,150.00,50.0000000000000000
232,2023-02-06,CUST232,Female,43,"36-50",Beauty,1,25.00,25.0000000000000000
233,2023-12-29,CUST233,Female,51,"50+",Beauty,2,600.00,300.0000000000000000
234,2023-11-20,CUST234,Female,62,"50+",Electronics,2,50.00,25.0000000000000000
235,2023-01-31,CUST235,Female,23,"20-35",Electronics,2,1000.00,500.0000000000000000
236,2023-04-28,CUST236,Female,54,"50+",Clothing,1,25.00,25.0000000000000000
237,2023-02-04,CUST237,Female,50,"36-50",Beauty,2,1000.00,500.0000000000000000
238,2023-01-17,CUST238,Female,39,"36-50",Beauty,1,500.00,500.0000000000000000
239,2023-06-19,CUST239,Male,38,"36-50",Electronics,3,1500.00,500.0000000000000000
240,2023-02-06,CUST240,Female,23,"20-35",Beauty,1,300.00,300.0000000000000000
241,2023-09-21,CUST241,Female,23,"20-35",Electronics,3,75.00,25.0000000000000000
242,2023-05-02,CUST242,Male,21,"20-35",Clothing,1,25.00,25.0000000000000000
243,2023-05-23,CUST243,Female,47,"36-50",Electronics,3,900.00,300.0000000000000000
244,2023-12-09,CUST244,Male,28,"20-35",Beauty,2,100.00,50.0000000000000000
245,2023-09-06,CUST245,Male,47,"36-50",Clothing,3,90.00,30.0000000000000000
246,2023-04-20,CUST246,Female,48,"36-50",Electronics,2,50.00,25.0000000000000000
247,2023-10-04,CUST247,Male,41,"36-50",Electronics,2,60.00,30.0000000000000000
248,2023-03-09,CUST248,Male,26,"20-35",Clothing,3,900.00,300.0000000000000000
249,2023-10-20,CUST249,Male,20,"20-35",Clothing,1,50.00,50.0000000000000000
